Sector,Outcome,Output,Area,Partner,Category,Value
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,South,DRC,Stabilization,21500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,DRC,Stabilization,21500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.1. Community-based protection,Tripoli,NRC,Stabilization,25278.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,IOM,Refugee,11666.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,DRC,Refugee,116500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,NRC,Refugee,101114
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,PU AMI,Refugee,145000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,CONCERN,Refugee,270000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,IOM,Stabilization,11666.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,DRC,Stabilization,41500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,NRC,Stabilization,50557
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,PU AMI,Stabilization,45000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,CONCERN,Stabilization,60000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Beirut,PU AMI,Refugee,92500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Beirut,PU AMI,Stabilization,22500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,ActionAid,Refugee,30000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,IOM,Refugee,11666.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,OXFAM,Refugee,112500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,DRC,Refugee,233000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,NRC,Refugee,167780
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,Mercy Corps,Refugee,240000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,ActionAid,Stabilization,20000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,IOM,Stabilization,11666.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,OXFAM,Stabilization,37500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,DRC,Stabilization,83000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,NRC,Stabilization,83890
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,Mercy Corps,Stabilization,120000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Countrywide,UNHCR,Refugee,20000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Countrywide,UNHCR,Stabilization,20000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,South,IOM,Refugee,11667
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,South,DRC,Refugee,116500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,South,PU AMI,Refugee,145000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,South,IOM,Stabilization,11667
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,South,DRC,Stabilization,41500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,South,PU AMI,Stabilization,45000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Tripoli,DRC,Refugee,116500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Tripoli,NRC,Refugee,101114
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Tripoli,OXFAM,Refugee,282500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Tripoli,DRC,Stabilization,41500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Tripoli,NRC,Stabilization,50557
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Tripoli,OXFAM,Stabilization,207500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,UNHCR,Refugee,482183.925
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Akkar,UNHCR,Stabilization,160727.975
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Beirut,IRC,Refugee,75000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Beirut,UNHCR,Refugee,1463492.225
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Beirut,IRC,Stabilization,75000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Beirut,UNHCR,Stabilization,548809.585
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,WVI,Refugee,110000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,UNHCR,Refugee,1366855.055
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,WVI,Stabilization,90000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Bekaa,UNHCR,Stabilization,412808.575
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,South,Mercy Corps,Refugee,180000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,South,UNHCR,Refugee,984921.195
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,South,Mercy Corps,Stabilization,60000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,South,UNHCR,Stabilization,212433.985
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Tripoli,IRC,Refugee,75000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Tripoli,UNHCR,Refugee,818023.325
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Tripoli,IRC,Stabilization,75000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Tripoli,UNHCR,Stabilization,178210.825
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 2. Communities empowerment,PRT -2.2. Community self-management,Beirut,CONCERN,Refugee,40000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Akkar,DRC,Refugee,141250
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Akkar,UNHCR,Refugee,997683
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Beirut,UNHCR,Refugee,1765457.04
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,OXFAM,Refugee,50000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,Mercy Corps,Refugee,160000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,WVI,Refugee,125000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,DRC,Refugee,282500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,UNHCR,Refugee,3074585
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Countrywide,UNRWA,Refugee,234286
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Countrywide,MoSA,Refugee,1067000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,South,Mercy Corps,Refugee,240000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,South,UNHCR,Refugee,1428878
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Tripoli,OXFAM,Refugee,50000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Tripoli,DRC,Refugee,141250
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Tripoli,UNHCR,Refugee,1290562
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Akkar,DRC,Stabilization,10000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Beirut,IOM,Refugee,108033.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Beirut,IOM,Stabilization,108033.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,ActionAid,Refugee,30000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,IOM,Refugee,33333.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,ActionAid,Stabilization,5000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,DRC,Stabilization,20000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,IOM,Stabilization,33333.5
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,Mercy Corps,Stabilization,40000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,UNHCR,Stabilization,211878
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Countrywide,OXFAM,Refugee,200500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Countrywide,IOM,Refugee,200000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Countrywide,WRF,Refugee,229540
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Countrywide,UNHCR,Refugee,945000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Countrywide,OXFAM,Stabilization,40000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Countrywide,IOM,Stabilization,200000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Countrywide,WRF,Stabilization,177581
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Countrywide,UNHCR,Stabilization,925000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,South,DRC,Refugee,10000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,South,IOM,Refugee,33333
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,South,DRC,Stabilization,10000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,South,IOM,Stabilization,33333
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Tripoli,DRC,Stabilization,10000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,South,MAP,Refugee,10000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,MAG,Refugee,497500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.1. Prevent monitor address,Bekaa,MAG,Stabilization,497500
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Akkar,PU AMI,Refugee,110000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Akkar,DRC,Refugee,132100
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Akkar,UNHCR,Refugee,530482.69
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Akkar,HI,Refugee,1259000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Beirut,PU AMI,Refugee,86000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Beirut,Makhzoumi,Refugee,575730
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Beirut,UNHCR,Refugee,2436714.56
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Bekaa,DRC,Refugee,264200
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Bekaa,HI,Refugee,2518000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Bekaa,UNHCR,Refugee,3852880.02
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Countrywide,Makhzoumi,Refugee,607480
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Countrywide,CLMC Lebanon,Refugee,74000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Countrywide,IOM,Refugee,525000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,South,PU AMI,Refugee,110000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,South,MAP,Refugee,160000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,South,DRC,Refugee,132100
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,South,Makhzoumi,Refugee,189855
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,South,UNHCR,Refugee,849735.93
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Tripoli,DRC,Refugee,132100
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Tripoli,UNHCR,Refugee,624206.58
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Tripoli,HI,Refugee,1259000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Countrywide,UNRWA,Refugee,455100
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Countrywide,MoSA,Refugee,4500000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Countrywide,WRF,Refugee,1784197
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Bekaa,Mercy Corps,Refugee,30000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Bekaa,ActionAid,Refugee,50000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Countrywide,OXFAM,Refugee,325000
"Protection (PRT, SGBV, CP): Pop Target = 2,185,000",PRT - 3. Basic rights,PRT -3.2. Protect PWSN,Akkar,PU AMI,Stabilization,5000
