DumpTotal,Sector,Outcome,,Output,Activity,Area,Partner,Value
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.1 labor-intensive /CFW programmes,1. labor-intensive/CFW programmes -small-scale,Tripoli,DRC,75000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.1 labor-intensive /CFW programmes,1. labor-intensive/CFW programmes -small-scale,Tripoli,OXFAM,40000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.1 labor-intensive /CFW programmes,1. labor-intensive/CFW programmes -small-scale,Tripoli,Save the Children,150000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.1 labor-intensive /CFW programmes,1. labor-intensive/CFW programmes -small-scale,Tripoli,UNDP,3000000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.1 labor-intensive /CFW programmes,3. labor intensive prog/CFW - private sector,Countrywide,ILO,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Akkar,CONCERN,40000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Akkar,IRC,84000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Akkar,RET,14000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Akkar,UNDP,66666.6
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Akkar,WVI,40000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Beirut,IRC,48000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Beirut,RET,44000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Beirut,UNDP,100000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Bekaa,OXFAM,20000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Bekaa,UNDP,100000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Countrywide,ILO,88900
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Countrywide,UNHCR,200000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,South,UNDP,100000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Tripoli,ACTED,34500
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Tripoli,RET,38000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Tripoli,Safadi Foundation,10000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,1. strengthen employment services centers,Tripoli,UNDP,66666.8
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Akkar,ACTED,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Akkar,ANERA,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Akkar,DRC,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Akkar,IRC,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Akkar,PU-AMI,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Akkar,Safadi Foundation,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Akkar,Save the Children,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Akkar,UNDP,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Akkar,WVI,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Beirut,ACTED,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Beirut,AMEL Lebanon,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Beirut,CARE,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Beirut,Intersos,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Beirut,IRC,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Beirut,PU-AMI,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Beirut,UNDP,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Beirut,UNRWA,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Beirut,WCH,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Beirut,WVI,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Bekaa,ACF,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Bekaa,AMEL Lebanon,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Bekaa,CARE,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Bekaa,DRC,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Bekaa,Intersos,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Bekaa,OXFAM,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Bekaa,Save the Children,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Bekaa,UNDP,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Bekaa,WVI,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Countrywide,CLMC Lebanon,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Countrywide,ILO,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Countrywide,UNHCR,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Countrywide,UNRWA,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,South,ACF,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,South,AMEL Lebanon,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,South,DRC,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,South,HWA,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,South,Intersos,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,South,Mercy Corps,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,South,PU-AMI,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,South,UNDP,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,South,UNRWA,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,South,WVI,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Tripoli,CARE,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Tripoli,DRC,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Tripoli,Mercy Corps,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Tripoli,OXFAM,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Tripoli,Safadi Foundation,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Tripoli,Save the Children,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Tripoli,UNDP,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,2. vocational skills training programme,Tripoli,UNRWA,0
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Akkar,ANERA,14000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Akkar,DRC,11880
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Akkar,IRC,40000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Akkar,PU-AMI,24000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Akkar,Safadi Foundation,20000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Akkar,Save the Children,80000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Akkar,UNDP,125000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Beirut,AMEL Lebanon,3340
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Beirut,Intersos,16000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Beirut,IRC,40000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Beirut,PU-AMI,15000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Beirut,Save the Children,100000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Beirut,UNDP,250000
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Bekaa,AMEL Lebanon,3340
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Bekaa,DRC,23760
SUM of Selected,Livelihoods (LH),LH-1 Improve income for vuln groups&MSMEs,,LH-1.2 Workforce employability improved,"3.internship, on-the-job training for youth",Bekaa,Intersos,16000
